word,vector
"учёта
",[21. 25.  7. 20.  1.  0.]
"вдуем
",[ 3.  5. 21.  6. 14.  0.]
"гриле
",[ 4. 18. 10. 13.  6.  0.]
"шматы
",[26. 14.  1. 20. 29.  0.]
"аплод
",[ 1. 17. 13. 16.  5.  0.]
"голый
",[ 4. 16. 13. 29. 11.  0.]
"медан
",[14.  6.  5.  1. 15.  0.]
"акает
",[ 1. 12.  1.  6. 20.  0.]
"копты
",[12. 16. 17. 20. 29.  0.]
"дождь
",[ 5. 16.  8.  5. 28.  0.]
"лодзи
",[13. 16.  5.  9. 10.  0.]
"вопят
",[ 3. 16. 17. 33. 20.  0.]
"спесь
",[19. 17.  6. 19. 28.  0.]
"бойсь
",[ 2. 16. 11. 19. 28.  0.]
"завес
",[ 9.  1.  3.  6. 19.  0.]
"слегк
",[19. 13.  6.  4. 12.  0.]
"венгр
",[ 3.  6. 15.  4. 18.  0.]
"осуди
",[16. 19. 21.  5. 10.  0.]
"врало
",[ 3. 18.  1. 13. 16.  0.]
"фокин
",[22. 16. 12. 10. 15.  0.]
"щаной
",[27.  1. 15. 16. 11.  0.]
"хлада
",[23. 13.  1.  5.  1.  0.]
"брели
",[ 2. 18.  6. 13. 10.  0.]
"льдин
",[13. 28.  5. 10. 15.  0.]
"крузо
",[12. 18. 21.  9. 16.  0.]
"дуайт
",[ 5. 21.  1. 11. 20.  0.]
"крепь
",[12. 18.  6. 17. 28.  0.]
"визою
",[ 3. 10.  9. 16. 32.  0.]
"дарий
",[ 5.  1. 18. 10. 11.  0.]
"видет
",[ 3. 10.  5.  6. 20.  0.]
"азами
",[ 1.  9.  1. 14. 10.  0.]
"райку
",[18.  1. 11. 12. 21.  0.]
"палыч
",[17.  1. 13. 29. 25.  0.]
"чужую
",[25. 21.  8. 21. 32.  0.]
"сучит
",[19. 21. 25. 10. 20.  0.]
"купах
",[12. 21. 17.  1. 23.  0.]
"зефир
",[ 9.  6. 22. 10. 18.  0.]
"клене
",[12. 13.  6. 15.  6.  0.]
"чуйте
",[25. 21. 11. 20.  6.  0.]
"карму
",[12.  1. 18. 14. 21.  0.]
"житье
",[ 8. 10. 20. 28.  6.  0.]
"серое
",[19.  6. 18. 16.  6.  0.]
"актах
",[ 1. 12. 20.  1. 23.  0.]
"ариек
",[ 1. 18. 10.  6. 12.  0.]
"новых
",[15. 16.  3. 29. 23.  0.]
"сияла
",[19. 10. 33. 13.  1.  0.]
"вяжут
",[ 3. 33.  8. 21. 20.  0.]
"глупа
",[ 4. 13. 21. 17.  1.  0.]
"скаку
",[19. 12.  1. 12. 21.  0.]
"бочит
",[ 2. 16. 25. 10. 20.  0.]
"штифт
",[26. 20. 10. 22. 20.  0.]
"сэрах
",[19. 31. 18.  1. 23.  0.]
"назна
",[15.  1.  9. 15.  1.  0.]
"узами
",[21.  9.  1. 14. 10.  0.]
"шторе
",[26. 20. 16. 18.  6.  0.]
"увида
",[21.  3. 10.  5.  1.  0.]
"эрзац
",[31. 18.  9.  1. 24.  0.]
"жнете
",[ 8. 15.  6. 20.  6.  0.]
"сетке
",[19.  6. 20. 12.  6.  0.]
"ловча
",[13. 16.  3. 25.  1.  0.]
"клеть
",[12. 13.  6. 20. 28.  0.]
"обойм
",[16.  2. 16. 11. 14.  0.]
"задки
",[ 9.  1.  5. 12. 10.  0.]
"позлю
",[17. 16.  9. 13. 32.  0.]
"лихой
",[13. 10. 23. 16. 11.  0.]
"агнца
",[ 1.  4. 15. 24.  1.  0.]
"торах
",[20. 16. 18.  1. 23.  0.]
"витою
",[ 3. 10. 20. 16. 32.  0.]
"разул
",[18.  1.  9. 21. 13.  0.]
"худею
",[23. 21.  5.  6. 32.  0.]
"ведра
",[ 3.  6.  5. 18.  1.  0.]
"надир
",[15.  1.  5. 10. 18.  0.]
"пачка
",[17.  1. 25. 12.  1.  0.]
"плена
",[17. 13.  6. 15.  1.  0.]
"ватин
",[ 3.  1. 20. 10. 15.  0.]
"колке
",[12. 16. 13. 12.  6.  0.]
"дожде
",[ 5. 16.  8.  5.  6.  0.]
"вылез
",[ 3. 29. 13.  6.  9.  0.]
"менте
",[14.  6. 15. 20.  6.  0.]
"елены
",[ 6. 13.  6. 15. 29.  0.]
"колен
",[12. 16. 13.  6. 15.  0.]
"артур
",[ 1. 18. 20. 21. 18.  0.]
"тычки
",[20. 29. 25. 12. 10.  0.]
"гроба
",[ 4. 18. 16.  2.  1.  0.]
"циклы
",[24. 10. 12. 13. 29.  0.]
"смешн
",[19. 14.  6. 26. 15.  0.]
"пыхчу
",[17. 29. 23. 25. 21.  0.]
"негра
",[15.  6.  4. 18.  1.  0.]
"стока
",[19. 20. 16. 12.  1.  0.]
"людом
",[13. 32.  5. 16. 14.  0.]
"униат
",[21. 15. 10.  1. 20.  0.]
"топят
",[20. 16. 17. 33. 20.  0.]
"уроне
",[21. 18. 16. 15.  6.  0.]
"пушек
",[17. 21. 26.  6. 12.  0.]
"броне
",[ 2. 18. 16. 15.  6.  0.]
"швабе
",[26.  3.  1.  2.  6.  0.]
"аудит
",[ 1. 21.  5. 10. 20.  0.]
"сумку
",[19. 21. 14. 12. 21.  0.]
"ранке
",[18.  1. 15. 12.  6.  0.]
"замял
",[ 9.  1. 14. 33. 13.  0.]
"нигде
",[15. 10.  4.  5.  6.  0.]
"рюмке
",[18. 32. 14. 12.  6.  0.]
"кассе
",[12.  1. 19. 19.  6.  0.]
"лужка
",[13. 21.  8. 12.  1.  0.]
"песнь
",[17.  6. 19. 15. 28.  0.]
"тёска
",[20.  7. 19. 12.  1.  0.]
"ларин
",[13.  1. 18. 10. 15.  0.]
"варна
",[ 3.  1. 18. 15.  1.  0.]
"щемит
",[27.  6. 14. 10. 20.  0.]
"орехе
",[16. 18.  6. 23.  6.  0.]
"блюем
",[ 2. 13. 32.  6. 14.  0.]
"дойму
",[ 5. 16. 11. 14. 21.  0.]
"чутье
",[25. 21. 20. 28.  6.  0.]
"сказе
",[19. 12.  1.  9.  6.  0.]
"рыдал
",[18. 29.  5.  1. 13.  0.]
"узком
",[21.  9. 12. 16. 14.  0.]
"услал
",[21. 19. 13.  1. 13.  0.]
"глушу
",[ 4. 13. 21. 26. 21.  0.]
"брехе
",[ 2. 18.  6. 23.  6.  0.]
"пожар
",[17. 16.  8.  1. 18.  0.]
"долит
",[ 5. 16. 13. 10. 20.  0.]
"когтя
",[12. 16.  4. 20. 33.  0.]
"блузе
",[ 2. 13. 21.  9.  6.  0.]
"серны
",[19.  6. 18. 15. 29.  0.]
"ляжка
",[13. 33.  8. 12.  1.  0.]
"огаре
",[16.  4.  1. 18.  6.  0.]
"пороч
",[17. 16. 18. 16. 25.  0.]
"уполн
",[21. 17. 16. 13. 15.  0.]
"нянча
",[15. 33. 15. 25.  1.  0.]
"томка
",[20. 16. 14. 12.  1.  0.]
"шуана
",[26. 21.  1. 15.  1.  0.]
"марко
",[14.  1. 18. 12. 16.  0.]
"олуху
",[16. 13. 21. 23. 21.  0.]
"панны
",[17.  1. 15. 15. 29.  0.]
"гинул
",[ 4. 10. 15. 21. 13.  0.]
"эгиде
",[31.  4. 10.  5.  6.  0.]
"дзеты
",[ 5.  9.  6. 20. 29.  0.]
"бурли
",[ 2. 21. 18. 13. 10.  0.]
"юсуфа
",[32. 19. 21. 22.  1.  0.]
"тынок
",[20. 29. 15. 16. 12.  0.]
"шлюху
",[26. 13. 32. 23. 21.  0.]
"учтён
",[21. 25. 20.  7. 15.  0.]
"лбище
",[13.  2. 10. 27.  6.  0.]
"бурке
",[ 2. 21. 18. 12.  6.  0.]
"покою
",[17. 16. 12. 16. 32.  0.]
"актив
",[ 1. 12. 20. 10.  3.  0.]
"терну
",[20.  6. 18. 15. 21.  0.]
"папою
",[17.  1. 17. 16. 32.  0.]
"живце
",[ 8. 10.  3. 24.  6.  0.]
"призе
",[17. 18. 10.  9.  6.  0.]
"макса
",[14.  1. 12. 19.  1.  0.]
"пьяно
",[17. 28. 33. 15. 16.  0.]
"блюда
",[ 2. 13. 32.  5.  1.  0.]
"плоть
",[17. 13. 16. 20. 28.  0.]
"дзета
",[ 5.  9.  6. 20.  1.  0.]
"вжали
",[ 3.  8.  1. 13. 10.  0.]
"лешка
",[13.  6. 26. 12.  1.  0.]
"ницца
",[15. 10. 24. 24.  1.  0.]
"аорте
",[ 1. 16. 18. 20.  6.  0.]
"вился
",[ 3. 10. 13. 19. 33.  0.]
"иконы
",[10. 12. 16. 15. 29.  0.]
"шатну
",[26.  1. 20. 15. 21.  0.]
"ввиду
",[ 3.  3. 10.  5. 21.  0.]
"пребл
",[17. 18.  6.  2. 13.  0.]
"резон
",[18.  6.  9. 16. 15.  0.]
"емкая
",[ 6. 14. 12.  1. 33.  0.]
"алчны
",[ 1. 13. 25. 15. 29.  0.]
"басму
",[ 2.  1. 19. 14. 21.  0.]
"мушек
",[14. 21. 26.  6. 12.  0.]
"грибы
",[ 4. 18. 10.  2. 29.  0.]
"штуфу
",[26. 20. 21. 22. 21.  0.]
"герце
",[ 4.  6. 18. 24.  6.  0.]
"феску
",[22.  6. 19. 12. 21.  0.]
"томин
",[20. 16. 14. 10. 15.  0.]
"крове
",[12. 18. 16.  3.  6.  0.]
"обету
",[16.  2.  6. 20. 21.  0.]
"крича
",[12. 18. 10. 25.  1.  0.]
"проул
",[17. 18. 16. 21. 13.  0.]
"жирны
",[ 8. 10. 18. 15. 29.  0.]
"блюмс
",[ 2. 13. 32. 14. 19.  0.]
"кайру
",[12.  1. 11. 18. 21.  0.]
"медом
",[14.  6.  5. 16. 14.  0.]
"брони
",[ 2. 18. 16. 15. 10.  0.]
"тридц
",[20. 18. 10.  5. 24.  0.]
"созид
",[19. 16.  9. 10.  5.  0.]
"клешн
",[12. 13.  6. 26. 15.  0.]
"дампе
",[ 5.  1. 14. 17.  6.  0.]
"торчу
",[20. 16. 18. 25. 21.  0.]
"сырцу
",[19. 29. 18. 24. 21.  0.]
"валит
",[ 3.  1. 13. 10. 20.  0.]
"венки
",[ 3.  6. 15. 12. 10.  0.]
"горьк
",[ 4. 16. 18. 28. 12.  0.]
"труде
",[20. 18. 21.  5.  6.  0.]
"плиты
",[17. 13. 10. 20. 29.  0.]
"уходи
",[21. 23. 16.  5. 10.  0.]
"уважь
",[21.  3.  1.  8. 28.  0.]
"лидий
",[13. 10.  5. 10. 11.  0.]
"жмуря
",[ 8. 14. 21. 18. 33.  0.]
"цанги
",[24.  1. 15.  4. 10.  0.]
"кохия
",[12. 16. 23. 10. 33.  0.]
"брамы
",[ 2. 18.  1. 14. 29.  0.]
"шлюзе
",[26. 13. 32.  9.  6.  0.]
"сдоба
",[19.  5. 16.  2.  1.  0.]
"цепов
",[24.  6. 17. 16.  3.  0.]
"жуток
",[ 8. 21. 20. 16. 12.  0.]
"малый
",[14.  1. 13. 29. 11.  0.]
"шажку
",[26.  1.  8. 12. 21.  0.]
"питой
",[17. 10. 20. 16. 11.  0.]
"тынка
",[20. 29. 15. 12.  1.  0.]
"днями
",[ 5. 15. 33. 14. 10.  0.]
"гоффа
",[ 4. 16. 22. 22.  1.  0.]
"гааги
",[ 4.  1.  1.  4. 10.  0.]
"магде
",[14.  1.  4.  5.  6.  0.]
"мотаю
",[14. 16. 20.  1. 32.  0.]
"уроны
",[21. 18. 16. 15. 29.  0.]
"интим
",[10. 15. 20. 10. 14.  0.]
"грибу
",[ 4. 18. 10.  2. 21.  0.]
"гуляю
",[ 4. 21. 13. 33. 32.  0.]
"кидар
",[12. 10.  5.  1. 18.  0.]
"манил
",[14.  1. 15. 10. 13.  0.]
"выдую
",[ 3. 29.  5. 21. 32.  0.]
"ланям
",[13.  1. 15. 33. 14.  0.]
"женни
",[ 8.  6. 15. 15. 10.  0.]
"шарик
",[26.  1. 18. 10. 12.  0.]
"пялит
",[17. 33. 13. 10. 20.  0.]
"видаю
",[ 3. 10.  5.  1. 32.  0.]
"аркан
",[ 1. 18. 12.  1. 15.  0.]
"понгу
",[17. 16. 15.  4. 21.  0.]
"посел
",[17. 16. 19.  6. 13.  0.]
"мифам
",[14. 10. 22.  1. 14.  0.]
"рейды
",[18.  6. 11.  5. 29.  0.]
"впаян
",[ 3. 17.  1. 33. 15.  0.]
"авгит
",[ 1.  3.  4. 10. 20.  0.]
"вялил
",[ 3. 33. 13. 10. 13.  0.]
"тулуз
",[20. 21. 13. 21.  9.  0.]
"тромб
",[20. 18. 16. 14.  2.  0.]
"просе
",[17. 18. 16. 19.  6.  0.]
"мотах
",[14. 16. 20.  1. 23.  0.]
"потри
",[17. 16. 20. 18. 10.  0.]
"кабул
",[12.  1.  2. 21. 13.  0.]
"мотря
",[14. 16. 20. 18. 33.  0.]
"рубка
",[18. 21.  2. 12.  1.  0.]
"гэком
",[ 4. 31. 12. 16. 14.  0.]
"бином
",[ 2. 10. 15. 16. 14.  0.]
"водит
",[ 3. 16.  5. 10. 20.  0.]
"аноды
",[ 1. 15. 16.  5. 29.  0.]
"вялою
",[ 3. 33. 13. 16. 32.  0.]
"метел
",[14.  6. 20.  6. 13.  0.]
"накос
",[15.  1. 12. 16. 19.  0.]
"фетиш
",[22.  6. 20. 10. 26.  0.]
"раках
",[18.  1. 12.  1. 23.  0.]
"вепря
",[ 3.  6. 17. 18. 33.  0.]
"чуждо
",[25. 21.  8.  5. 16.  0.]
"битых
",[ 2. 10. 20. 29. 23.  0.]
"овира
",[16.  3. 10. 18.  1.  0.]
"сербы
",[19.  6. 18.  2. 29.  0.]
"снизь
",[19. 15. 10.  9. 28.  0.]
"помещ
",[17. 16. 14.  6. 27.  0.]
"стазу
",[19. 20.  1.  9. 21.  0.]
"густа
",[ 4. 21. 19. 20.  1.  0.]
"сунет
",[19. 21. 15.  6. 20.  0.]
"трепе
",[20. 18.  6. 17.  6.  0.]
"утлую
",[21. 20. 13. 21. 32.  0.]
"белле
",[ 2.  6. 13. 13.  6.  0.]
"севак
",[19.  6.  3.  1. 12.  0.]
"успок
",[21. 19. 17. 16. 12.  0.]
"чалим
",[25.  1. 13. 10. 14.  0.]
"пойдя
",[17. 16. 11.  5. 33.  0.]
"прусс
",[17. 18. 21. 19. 19.  0.]
"нищем
",[15. 10. 27.  6. 14.  0.]
"зуйки
",[ 9. 21. 11. 12. 10.  0.]
"димка
",[ 5. 10. 14. 12.  1.  0.]
"мирза
",[14. 10. 18.  9.  1.  0.]
"кумой
",[12. 21. 14. 16. 11.  0.]
"чинен
",[25. 10. 15.  6. 15.  0.]
"бубню
",[ 2. 21.  2. 15. 32.  0.]
"трясу
",[20. 18. 33. 19. 21.  0.]
"линка
",[13. 10. 15. 12.  1.  0.]
"пилит
",[17. 10. 13. 10. 20.  0.]
"бурым
",[ 2. 21. 18. 29. 14.  0.]
"совре
",[19. 16.  3. 18.  6.  0.]
"отпет
",[16. 20. 17.  6. 20.  0.]
"гумно
",[ 4. 21. 14. 15. 16.  0.]
"упоен
",[21. 17. 16.  6. 15.  0.]
"налой
",[15.  1. 13. 16. 11.  0.]
"таять
",[20.  1. 33. 20. 28.  0.]
"обнос
",[16.  2. 15. 16. 19.  0.]
"судки
",[19. 21.  5. 12. 10.  0.]
"сумет
",[19. 21. 14.  6. 20.  0.]
"злост
",[ 9. 13. 16. 19. 20.  0.]
"логос
",[13. 16.  4. 16. 19.  0.]
"нулём
",[15. 21. 13.  7. 14.  0.]
"думка
",[ 5. 21. 14. 12.  1.  0.]
"утлый
",[21. 20. 13. 29. 11.  0.]
"часты
",[25.  1. 19. 20. 29.  0.]
"темны
",[20.  6. 14. 15. 29.  0.]
"эпроп
",[31. 17. 18. 16. 17.  0.]
"мятом
",[14. 33. 20. 16. 14.  0.]
"бинте
",[ 2. 10. 15. 20.  6.  0.]
"оркес
",[16. 18. 12.  6. 19.  0.]
"штейн
",[26. 20.  6. 11. 15.  0.]
"вешки
",[ 3.  6. 26. 12. 10.  0.]
"глебе
",[ 4. 13.  6.  2.  6.  0.]
"толею
",[20. 16. 13.  6. 32.  0.]
"ранее
",[18.  1. 15.  6.  6.  0.]
"бирму
",[ 2. 10. 18. 14. 21.  0.]
"жоржу
",[ 8. 16. 18.  8. 21.  0.]
"карса
",[12.  1. 18. 19.  1.  0.]
"ехали
",[ 6. 23.  1. 13. 10.  0.]
"нации
",[15.  1. 24. 10. 10.  0.]
"ганау
",[ 4.  1. 15.  1. 21.  0.]
"вызов
",[ 3. 29.  9. 16.  3.  0.]
"осяза
",[16. 19. 33.  9.  1.  0.]
"ломам
",[13. 16. 14.  1. 14.  0.]
"вынул
",[ 3. 29. 15. 21. 13.  0.]
"лубье
",[13. 21.  2. 28.  6.  0.]
"енолы
",[ 6. 15. 16. 13. 29.  0.]
"клопа
",[12. 13. 16. 17.  1.  0.]
"ломик
",[13. 16. 14. 10. 12.  0.]
"теску
",[20.  6. 19. 12. 21.  0.]
"комна
",[12. 16. 14. 15.  1.  0.]
"лажей
",[13.  1.  8.  6. 11.  0.]
"нытье
",[15. 29. 20. 28.  6.  0.]
"семид
",[19.  6. 14. 10.  5.  0.]
"шварт
",[26.  3.  1. 18. 20.  0.]
"песья
",[17.  6. 19. 28. 33.  0.]
"найму
",[15.  1. 11. 14. 21.  0.]
"дикое
",[ 5. 10. 12. 16.  6.  0.]
"залой
",[ 9.  1. 13. 16. 11.  0.]
"живоп
",[ 8. 10.  3. 16. 17.  0.]
"хмура
",[23. 14. 21. 18.  1.  0.]
"дрофу
",[ 5. 18. 16. 22. 21.  0.]
"жгуту
",[ 8.  4. 21. 20. 21.  0.]
"баску
",[ 2.  1. 19. 12. 21.  0.]
"убежа
",[21.  2.  6.  8.  1.  0.]
"торсе
",[20. 16. 18. 19.  6.  0.]
"бачку
",[ 2.  1. 25. 12. 21.  0.]
"потех
",[17. 16. 20.  6. 23.  0.]
"бзики
",[ 2.  9. 10. 12. 10.  0.]
"угоню
",[21.  4. 16. 15. 32.  0.]
"цирке
",[24. 10. 18. 12.  6.  0.]
"пряно
",[17. 18. 33. 15. 16.  0.]
"пятах
",[17. 33. 20.  1. 23.  0.]
"склок
",[19. 12. 13. 16. 12.  0.]
"мстит
",[14. 19. 20. 10. 20.  0.]
"рядка
",[18. 33.  5. 12.  1.  0.]
"ежами
",[ 6.  8.  1. 14. 10.  0.]
"гнили
",[ 4. 15. 10. 13. 10.  0.]
"змеях
",[ 9. 14.  6. 33. 23.  0.]
"мокро
",[14. 16. 12. 18. 16.  0.]
"адамы
",[ 1.  5.  1. 14. 29.  0.]
"шкурю
",[26. 12. 21. 18. 32.  0.]
"жилым
",[ 8. 10. 13. 29. 14.  0.]
"ложке
",[13. 16.  8. 12.  6.  0.]
"кулёк
",[12. 21. 13.  7. 12.  0.]
"жухли
",[ 8. 21. 23. 13. 10.  0.]
"видят
",[ 3. 10.  5. 33. 20.  0.]
"бойцу
",[ 2. 16. 11. 24. 21.  0.]
"мбиту
",[14.  2. 10. 20. 21.  0.]
"дочке
",[ 5. 16. 25. 12.  6.  0.]
"пахит
",[17.  1. 23. 10. 20.  0.]
"жмёте
",[ 8. 14.  7. 20.  6.  0.]
"трубы
",[20. 18. 21.  2. 29.  0.]
"мумер
",[14. 21. 14.  6. 18.  0.]
"осляк
",[16. 19. 13. 33. 12.  0.]
"лобио
",[13. 16.  2. 10. 16.  0.]
"рулек
",[18. 21. 13.  6. 12.  0.]
"вдоль
",[ 3.  5. 16. 13. 28.  0.]
"дурью
",[ 5. 21. 18. 28. 32.  0.]
"копов
",[12. 16. 17. 16.  3.  0.]
"савву
",[19.  1.  3.  3. 21.  0.]
"неизв
",[15.  6. 10.  9.  3.  0.]
"дудку
",[ 5. 21.  5. 12. 21.  0.]
"ерами
",[ 6. 18.  1. 14. 10.  0.]
"покид
",[17. 16. 12. 10.  5.  0.]
"тылов
",[20. 29. 13. 16.  3.  0.]
"клест
",[12. 13.  6. 19. 20.  0.]
"ленца
",[13.  6. 15. 24.  1.  0.]
"седин
",[19.  6.  5. 10. 15.  0.]
"аэрон
",[ 1. 31. 18. 16. 15.  0.]
"бойче
",[ 2. 16. 11. 25.  6.  0.]
"ужмет
",[21.  8. 14.  6. 20.  0.]
"кабач
",[12.  1.  2.  1. 25.  0.]
"рабах
",[18.  1.  2.  1. 23.  0.]
"бдишь
",[ 2.  5. 10. 26. 28.  0.]
"бурел
",[ 2. 21. 18.  6. 13.  0.]
"курву
",[12. 21. 18.  3. 21.  0.]
"корья
",[12. 16. 18. 28. 33.  0.]
"посей
",[17. 16. 19.  6. 11.  0.]
"турьи
",[20. 21. 18. 28. 10.  0.]
"шатни
",[26.  1. 20. 15. 10.  0.]
"смекн
",[19. 14.  6. 12. 15.  0.]
"длина
",[ 5. 13. 10. 15.  1.  0.]
"сзади
",[19.  9.  1.  5. 10.  0.]
"спилю
",[19. 17. 10. 13. 32.  0.]
"угрём
",[21.  4. 18.  7. 14.  0.]
"знако
",[ 9. 15.  1. 12. 16.  0.]
"тощая
",[20. 16. 27.  1. 33.  0.]
"тешит
",[20.  6. 26. 10. 20.  0.]
"твоей
",[20.  3. 16.  6. 11.  0.]
"опиум
",[16. 17. 10. 21. 14.  0.]
"сбыте
",[19.  2. 29. 20.  6.  0.]
"смани
",[19. 14.  1. 15. 10.  0.]
"уведя
",[21.  3.  6.  5. 33.  0.]
"уношу
",[21. 15. 16. 26. 21.  0.]
"холоп
",[23. 16. 13. 16. 17.  0.]
"малыш
",[14.  1. 13. 29. 26.  0.]
"бужей
",[ 2. 21.  8.  6. 11.  0.]
"тайги
",[20.  1. 11.  4. 10.  0.]
"целях
",[24.  6. 13. 33. 23.  0.]
"тучку
",[20. 21. 25. 12. 21.  0.]
"цапал
",[24.  1. 17.  1. 13.  0.]
"сутры
",[19. 21. 20. 18. 29.  0.]
"нездо
",[15.  6.  9.  5. 16.  0.]
"мирзу
",[14. 10. 18.  9. 21.  0.]
"каргу
",[12.  1. 18.  4. 21.  0.]
"между
",[14.  6.  8.  5. 21.  0.]
"пятне
",[17. 33. 20. 15.  6.  0.]
"филол
",[22. 10. 13. 16. 13.  0.]
"упыря
",[21. 17. 29. 18. 33.  0.]
"сауны
",[19.  1. 21. 15. 29.  0.]
"обоям
",[16.  2. 16. 33. 14.  0.]
"крыма
",[12. 18. 29. 14.  1.  0.]
"заира
",[ 9.  1. 10. 18.  1.  0.]
"лишне
",[13. 10. 26. 15.  6.  0.]
"пущаю
",[17. 21. 27.  1. 32.  0.]
"крест
",[12. 18.  6. 19. 20.  0.]
"санки
",[19.  1. 15. 12. 10.  0.]
"засух
",[ 9.  1. 19. 21. 23.  0.]
"везти
",[ 3.  6.  9. 20. 10.  0.]
"семен
",[19.  6. 14.  6. 15.  0.]
"жабка
",[ 8.  1.  2. 12.  1.  0.]
"лоция
",[13. 16. 24. 10. 33.  0.]
"мыска
",[14. 29. 19. 12.  1.  0.]
"иргой
",[10. 18.  4. 16. 11.  0.]
"ругае
",[18. 21.  4.  1.  6.  0.]
"зычна
",[ 9. 29. 25. 15.  1.  0.]
"шилке
",[26. 10. 13. 12.  6.  0.]
"фигур
",[22. 10.  4. 21. 18.  0.]
"брусе
",[ 2. 18. 21. 19.  6.  0.]
"щерит
",[27.  6. 18. 10. 20.  0.]
"найма
",[15.  1. 11. 14.  1.  0.]
"ихнее
",[10. 23. 15.  6.  6.  0.]
"кедры
",[12.  6.  5. 18. 29.  0.]
"пиццы
",[17. 10. 24. 24. 29.  0.]
"рлица
",[18. 13. 10. 24.  1.  0.]
"тарик
",[20.  1. 18. 10. 12.  0.]
"фауне
",[22.  1. 21. 15.  6.  0.]
"явить
",[33.  3. 10. 20. 28.  0.]
"улову
",[21. 13. 16.  3. 21.  0.]
"читан
",[25. 10. 20.  1. 15.  0.]
"кинзе
",[12. 10. 15.  9.  6.  0.]
"ногой
",[15. 16.  4. 16. 11.  0.]
"мурья
",[14. 21. 18. 28. 33.  0.]
"нетях
",[15.  6. 20. 33. 23.  0.]
"трону
",[20. 18. 16. 15. 21.  0.]
"пирог
",[17. 10. 18. 16.  4.  0.]
"седея
",[19.  6.  5.  6. 33.  0.]
"щелью
",[27.  6. 13. 28. 32.  0.]
"мамбе
",[14.  1. 14.  2.  6.  0.]
"безде
",[2. 6. 9. 5. 6. 0.]
"энною
",[31. 15. 15. 16. 32.  0.]
"рапой
",[18.  1. 17. 16. 11.  0.]
"литве
",[13. 10. 20.  3.  6.  0.]
"техн.
",[20.  6. 23. 15. 35.  0.]
"ямищу
",[33. 14. 10. 27. 21.  0.]
"торгу
",[20. 16. 18.  4. 21.  0.]
"чинуш
",[25. 10. 15. 21. 26.  0.]
"чалое
",[25.  1. 13. 16.  6.  0.]
"кроху
",[12. 18. 16. 23. 21.  0.]
"ирану
",[10. 18.  1. 15. 21.  0.]
"рачок
",[18.  1. 25. 16. 12.  0.]
"аббат
",[ 1.  2.  2.  1. 20.  0.]
"допек
",[ 5. 16. 17.  6. 12.  0.]
"вашем
",[ 3.  1. 26.  6. 14.  0.]
"съема
",[19. 30.  6. 14.  1.  0.]
"торцу
",[20. 16. 18. 24. 21.  0.]
"бацай
",[ 2.  1. 24.  1. 11.  0.]
"мачех
",[14.  1. 25.  6. 23.  0.]
"штурм
",[26. 20. 21. 18. 14.  0.]
"элите
",[31. 13. 10. 20.  6.  0.]
"якому
",[33. 12. 16. 14. 21.  0.]
"бубли
",[ 2. 21.  2. 13. 10.  0.]
"вашим
",[ 3.  1. 26. 10. 14.  0.]
"сосут
",[19. 16. 19. 21. 20.  0.]
"сбыла
",[19.  2. 29. 13.  1.  0.]
"тунцу
",[20. 21. 15. 24. 21.  0.]
"рядов
",[18. 33.  5. 16.  3.  0.]
"лифту
",[13. 10. 22. 20. 21.  0.]
"возни
",[ 3. 16.  9. 15. 10.  0.]
"метлы
",[14.  6. 20. 13. 29.  0.]
"шторм
",[26. 20. 16. 18. 14.  0.]
"пришл
",[17. 18. 10. 26. 13.  0.]
"икнет
",[10. 12. 15.  6. 20.  0.]
"граду
",[ 4. 18.  1.  5. 21.  0.]
"ломал
",[13. 16. 14.  1. 13.  0.]
"нужды
",[15. 21.  8.  5. 29.  0.]
"смеши
",[19. 14.  6. 26. 10.  0.]
"марьи
",[14.  1. 18. 28. 10.  0.]
"славе
",[19. 13.  1.  3.  6.  0.]
"хиляк
",[23. 10. 13. 33. 12.  0.]
"сереж
",[19.  6. 18.  6.  8.  0.]
"агаве
",[1. 4. 1. 3. 6. 0.]
"сайры
",[19.  1. 11. 18. 29.  0.]
"эфесу
",[31. 22.  6. 19. 21.  0.]
"дуясь
",[ 5. 21. 33. 19. 28.  0.]
"парче
",[17.  1. 18. 25.  6.  0.]
"былье
",[ 2. 29. 13. 28.  6.  0.]
"леонт
",[13.  6. 16. 15. 20.  0.]
"точён
",[20. 16. 25.  7. 15.  0.]
"дышим
",[ 5. 29. 26. 10. 14.  0.]
"вынуд
",[ 3. 29. 15. 21.  5.  0.]
"гадью
",[ 4.  1.  5. 28. 32.  0.]
"нивхе
",[15. 10.  3. 23.  6.  0.]
"нугою
",[15. 21.  4. 16. 32.  0.]
"кошка
",[12. 16. 26. 12.  1.  0.]
"хулят
",[23. 21. 13. 33. 20.  0.]
"кению
",[12.  6. 15. 10. 32.  0.]
"брыжи
",[ 2. 18. 29.  8. 10.  0.]
"нежил
",[15.  6.  8. 10. 13.  0.]
"скипе
",[19. 12. 10. 17.  6.  0.]
"свече
",[19.  3.  6. 25.  6.  0.]
"почал
",[17. 16. 25.  1. 13.  0.]
"роясь
",[18. 16. 33. 19. 28.  0.]
"эргах
",[31. 18.  4.  1. 23.  0.]
"аутов
",[ 1. 21. 20. 16.  3.  0.]
"гуппи
",[ 4. 21. 17. 17. 10.  0.]
"крика
",[12. 18. 10. 12.  1.  0.]
"лучка
",[13. 21. 25. 12.  1.  0.]
